smiles,predicted_pIC50,uncertainty,QED,MW,LogP,TPSA,HBD,HBA,penalty,final_score,parent_seed
NN(CCO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.310131923347763,0.04486877236035206,0.46437848118489894,375.23,2.2032999999999996,100.19,3,7,0.0,8.49745239157986,CN(CCO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CN(C)C/C=C/C(=O)Nc1ccc2ncnc3c2c1CCN3c1ccc(F)c(F)c1,8.200953137336544,0.06917662490617521,0.6520229377098611,409.4400000000001,3.658500000000002,61.36000000000001,1,5,0.0,8.4577879812853,CN(C)C/C=C/C(=O)Nc1ccc2ncnc3c2c1CCN3c1ccc(F)c(Cl)c1
O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Br)c4F)c3c2)nn1)NO,8.91495312505751,0.04564394855011932,0.16981187008286017,514.3590000000002,4.599300000000003,117.85000000000001,3,7,0.5,8.454215111548821,O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Cl)c4F)c3c2)nn1)NO
O=C(CCCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Br)c4F)c3c2)nn1)NO,8.914953125057506,0.04564394855012205,0.15084826968286125,528.3860000000002,4.989400000000003,117.85000000000001,3,7,0.5,8.444733311348815,O=C(CCCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Cl)c4F)c3c2)nn1)NO
OCCCc1c(Br)cccc1Nc1ncnc2ccncc12,8.088433651542122,0.03939096757391343,0.7301863249817082,359.2270000000001,3.455800000000001,70.93,2,5,0.0,8.414135846459063,OCCNc1c(Br)cccc1Nc1ncnc2ccncc12
NNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.171532797528597,0.015657691951920367,0.5051540079268191,331.177,2.8165000000000004,88.75,3,6,0.0,8.408452109540086,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
CN(C)C/C=C/C(=O)Nc1ccc2ncnc3c2c1CCN3c1ccc(F)c(Cl)c1F,8.203899018148856,0.05092583265232051,0.47000906280643584,443.8850000000001,4.311900000000003,61.36000000000001,1,5,0.0,8.387977716899755,CN(C)C/C=C/C(=O)Nc1ccc2ncnc3c2c1CCN3c1ccc(F)c(Cl)c1
C=CC(=O)C(C)c1cc2c(Nc3cccc(Cl)c3)ncnc2cn1,8.040837317134038,0.05603089326291928,0.7030953244795115,338.79800000000006,4.280400000000002,67.77000000000001,1,5,0.0,8.336354086110875,C=CC(=O)C(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1
C=CC(=O)NC1=NC=C2N=CN=C(Nc3cccc(C)c3)C21N,8.011238005342666,0.05831715031015847,0.7124980222347918,308.3450000000001,1.10052,104.23,3,6,0.0,8.309169866149903,C=CC(=O)NC1=NC=C2N=CN=C(Nc3cccc(C)c3)C21
NONC(=O)CCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Cl)c4F)c3c2)nn1,8.252484545195198,0.06931919807142448,0.2277818305855311,484.9230000000002,3.9063000000000017,132.87,3,8,0.0,8.29705626241654,O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Cl)c4F)c3c2)nn1)NO
Cc1c(N2CCc3c(NC(=O)/C=C/CN(C)C)ccc4ncnc2c34)ccc(F)c1Cl,8.077193945531537,0.08420889327157655,0.5937033847831951,439.92200000000014,4.481220000000004,61.36000000000001,1,5,0.0,8.289836744651558,CN(C)C/C=C/C(=O)Nc1ccc2ncnc3c2c1CCN3c1ccc(F)c(Cl)c1
NONC(=O)CCCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Cl)c4F)c3c2)nn1,8.252484545195198,0.06931919807142149,0.20579952831263948,498.9500000000001,4.296400000000002,132.87,3,8,0.0,8.286065111280097,O=C(CCCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Cl)c4F)c3c2)nn1)NO
C/C=C/C(=O)Cc1cc2c(Nc3cccc(Cl)c3)ncnc2cn1,7.975822637058717,0.04545850083233241,0.7089430774282438,338.79800000000006,4.109500000000002,67.77000000000001,1,5,0.0,8.284835674940506,C/C=C/C(=O)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CONC(=O)CCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Cl)c4F)c3c2)nn1,8.208018217424415,0.06851179957469249,0.24927777052418018,483.9350000000001,4.662400000000003,106.85,2,7,0.0,8.264145303111814,O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Cl)c4F)c3c2)nn1)NO
O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Cl)c4F)c3c2)nn1)NOF,8.195684568409481,0.0639556752810367,0.24139492150081543,487.89800000000014,4.917100000000003,106.85000000000001,2,7,0.0,8.252426353878853,O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Cl)c4F)c3c2)nn1)NO
OCCNc1cc2ncnc(Nc3cccc(Cl)c3)c2cn1,7.932196012533249,0.023524932663884262,0.6713140375099609,315.764,2.8260000000000005,82.96,3,6,0.0,8.244328098624345,OCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Cl)c4Cl)c3c2)nn1)NO,8.695267893214524,0.045496676211230394,0.17305373801696497,486.36300000000017,5.004500000000003,117.85000000000001,3,7,0.5,8.236298086011775,O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Cl)c4F)c3c2)nn1)NO
