activity_id,assay_chembl_id,assay_type,document_chembl_id,molecule_chembl_id,pchembl_value,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value
18214735,CHEMBL4046770,B,CHEMBL4043197,CHEMBL554,7.57,=,=,IC50,nM,27.06,IC50,nM,27.06
18214736,CHEMBL4046770,B,CHEMBL4043197,CHEMBL4086459,,,,IC50,,,IC50,,
18214737,CHEMBL4046770,B,CHEMBL4043197,CHEMBL4065005,,,,IC50,,,IC50,,
18214738,CHEMBL4046770,B,CHEMBL4043197,CHEMBL4094221,,,,IC50,,,IC50,,
18214739,CHEMBL4046770,B,CHEMBL4043197,CHEMBL4073595,8.34,=,=,IC50,nM,4.53,IC50,nM,4.53
18214740,CHEMBL4046770,B,CHEMBL4043197,CHEMBL4067707,,,,IC50,,,IC50,,
18214741,CHEMBL4046770,B,CHEMBL4043197,CHEMBL4095130,,,,IC50,,,IC50,,
18214742,CHEMBL4046770,B,CHEMBL4043197,CHEMBL4078604,,,,IC50,,,IC50,,
18214743,CHEMBL4046770,B,CHEMBL4043197,CHEMBL4102886,8.31,=,=,IC50,nM,4.87,IC50,nM,4.87
18214744,CHEMBL4046770,B,CHEMBL4043197,CHEMBL4097582,,,,IC50,,,IC50,,
18214745,CHEMBL4046770,B,CHEMBL4043197,CHEMBL4079553,7.97,=,=,IC50,nM,10.71,IC50,nM,10.71
18214746,CHEMBL4046770,B,CHEMBL4043197,CHEMBL4064533,,,,IC50,,,IC50,,
18214747,CHEMBL4046770,B,CHEMBL4043197,CHEMBL4086056,8.75,=,=,IC50,nM,1.79,IC50,nM,1.79
18214748,CHEMBL4046770,B,CHEMBL4043197,CHEMBL4102435,,,,IC50,,,IC50,,
18214749,CHEMBL4046770,B,CHEMBL4043197,CHEMBL4078164,,,,IC50,,,IC50,,
18214750,CHEMBL4046770,B,CHEMBL4043197,CHEMBL4094687,,,,IC50,,,IC50,,
18214751,CHEMBL4046770,B,CHEMBL4043197,CHEMBL460785,,,,IC50,,,IC50,,
18214752,CHEMBL4046770,B,CHEMBL4043197,CHEMBL1561,,,,IC50,,,IC50,,
18218998,CHEMBL4047253,B,CHEMBL4043231,CHEMBL4065693,,>,>,IC50,nM,10000.0,IC50,uM,10.0
18232357,CHEMBL4050455,A,CHEMBL4049404,CHEMBL4068839,8.08,=,=,IC50,nM,8.3,IC50,nM,8.3
18232358,CHEMBL4050456,B,CHEMBL4049404,CHEMBL4068839,8.28,=,=,IC50,nM,5.3,IC50,nM,5.3
18243152,CHEMBL4052478,A,CHEMBL4049460,CHEMBL4071494,5.75,=,=,IC50,nM,1790.0,IC50,nM,1790.0
18243153,CHEMBL4052478,A,CHEMBL4049460,CHEMBL4070454,7.87,=,=,IC50,nM,13.6,IC50,nM,13.6
18243154,CHEMBL4052478,A,CHEMBL4049460,CHEMBL4097627,7.52,=,=,IC50,nM,30.4,IC50,nM,30.4
18243155,CHEMBL4052478,A,CHEMBL4049460,CHEMBL4061829,,<,<,IC50,nM,0.3,IC50,nM,0.3
18243156,CHEMBL4052478,A,CHEMBL4049460,CHEMBL4089892,,<,<,IC50,nM,0.3,IC50,nM,0.3
18243157,CHEMBL4052478,A,CHEMBL4049460,CHEMBL4088971,7.36,=,=,IC50,nM,44.0,IC50,nM,44.0
18243158,CHEMBL4052478,A,CHEMBL4049460,CHEMBL2179119,7.31,=,=,IC50,nM,49.2,IC50,nM,49.2
18243159,CHEMBL4052478,A,CHEMBL4049460,CHEMBL2179128,6.67,=,=,IC50,nM,215.0,IC50,nM,215.0
18243160,CHEMBL4052478,A,CHEMBL4049460,CHEMBL2179124,6.15,=,=,IC50,nM,712.0,IC50,nM,712.0
18243161,CHEMBL4052478,A,CHEMBL4049460,CHEMBL388978,7.43,=,=,IC50,nM,37.0,IC50,nM,37.0
18243162,CHEMBL4052478,A,CHEMBL4049460,CHEMBL4100759,7.75,=,=,IC50,nM,17.6,IC50,nM,17.6
18243163,CHEMBL4052478,A,CHEMBL4049460,CHEMBL4090582,8.21,=,=,IC50,nM,6.2,IC50,nM,6.2
18243164,CHEMBL4052478,A,CHEMBL4049460,CHEMBL4062617,5.39,=,=,IC50,nM,4050.0,IC50,nM,4050.0
18243165,CHEMBL4052478,A,CHEMBL4049460,CHEMBL4066951,7.62,=,=,IC50,nM,24.1,IC50,nM,24.1
18243166,CHEMBL4052478,A,CHEMBL4049460,CHEMBL4094438,7.37,=,=,IC50,nM,43.2,IC50,nM,43.2
18243167,CHEMBL4052478,A,CHEMBL4049460,CHEMBL4077917,7.57,=,=,IC50,nM,27.2,IC50,nM,27.2
18243168,CHEMBL4052478,A,CHEMBL4049460,CHEMBL4102179,7.48,=,=,IC50,nM,33.2,IC50,nM,33.2
18243169,CHEMBL4052478,A,CHEMBL4049460,CHEMBL4085781,,,,IC50,,,IC50,,
18243170,CHEMBL4052478,A,CHEMBL4049460,CHEMBL4064224,6.28,=,=,IC50,nM,525.0,IC50,nM,525.0
18243171,CHEMBL4052478,A,CHEMBL4049460,CHEMBL4071827,,<,<,IC50,nM,0.3,IC50,nM,0.3
18243172,CHEMBL4052478,A,CHEMBL4049460,CHEMBL4077228,6.17,=,=,IC50,nM,673.0,IC50,nM,673.0
18243173,CHEMBL4052478,A,CHEMBL4049460,CHEMBL4078920,6.17,=,=,IC50,nM,673.0,IC50,nM,673.0
18243174,CHEMBL4052478,A,CHEMBL4049460,CHEMBL4097718,,,,IC50,,,IC50,,
18243175,CHEMBL4052478,A,CHEMBL4049460,CHEMBL4069229,6.17,=,=,IC50,nM,680.0,IC50,nM,680.0
18243176,CHEMBL4052478,A,CHEMBL4049460,CHEMBL4072874,7.98,=,=,IC50,nM,10.5,IC50,nM,10.5
18243177,CHEMBL4052478,A,CHEMBL4049460,CHEMBL4092011,,,,IC50,,,IC50,,
18243178,CHEMBL4052479,B,CHEMBL4049460,CHEMBL4071494,5.89,=,=,IC50,nM,1300.0,IC50,nM,1300.0
18243179,CHEMBL4052479,B,CHEMBL4049460,CHEMBL4070454,7.95,=,=,IC50,nM,11.2,IC50,nM,11.2
18243180,CHEMBL4052479,B,CHEMBL4049460,CHEMBL4097627,7.63,=,=,IC50,nM,23.6,IC50,nM,23.6
18243181,CHEMBL4052479,B,CHEMBL4049460,CHEMBL4061829,,<,<,IC50,nM,0.3,IC50,nM,0.3
18243182,CHEMBL4052479,B,CHEMBL4049460,CHEMBL4089892,,<,<,IC50,nM,0.3,IC50,nM,0.3
18243183,CHEMBL4052479,B,CHEMBL4049460,CHEMBL4088971,7.61,=,=,IC50,nM,24.4,IC50,nM,24.4
18243184,CHEMBL4052479,B,CHEMBL4049460,CHEMBL2179119,7.62,=,=,IC50,nM,24.1,IC50,nM,24.1
18243185,CHEMBL4052479,B,CHEMBL4049460,CHEMBL2179128,6.99,=,=,IC50,nM,102.0,IC50,nM,102.0
18243186,CHEMBL4052479,B,CHEMBL4049460,CHEMBL2179124,6.20,=,=,IC50,nM,631.0,IC50,nM,631.0
18243187,CHEMBL4052479,B,CHEMBL4049460,CHEMBL388978,7.94,=,=,IC50,nM,11.4,IC50,nM,11.4
18243188,CHEMBL4052479,B,CHEMBL4049460,CHEMBL4100759,7.89,=,=,IC50,nM,13.0,IC50,nM,13.0
18243189,CHEMBL4052479,B,CHEMBL4049460,CHEMBL4090582,8.13,=,=,IC50,nM,7.41,IC50,nM,7.41
18243190,CHEMBL4052479,B,CHEMBL4049460,CHEMBL4062617,5.41,=,=,IC50,nM,3920.0,IC50,nM,3920.0
18243191,CHEMBL4052479,B,CHEMBL4049460,CHEMBL4066951,7.81,=,=,IC50,nM,15.4,IC50,nM,15.4
18243192,CHEMBL4052479,B,CHEMBL4049460,CHEMBL4094438,7.49,=,=,IC50,nM,32.1,IC50,nM,32.1
18243193,CHEMBL4052479,B,CHEMBL4049460,CHEMBL4077917,7.73,=,=,IC50,nM,18.7,IC50,nM,18.7
18243194,CHEMBL4052479,B,CHEMBL4049460,CHEMBL4102179,7.47,=,=,IC50,nM,34.2,IC50,nM,34.2
18243195,CHEMBL4052479,B,CHEMBL4049460,CHEMBL4085781,,,,IC50,,,IC50,,
18243196,CHEMBL4052479,B,CHEMBL4049460,CHEMBL4064224,6.34,=,=,IC50,nM,459.0,IC50,nM,459.0
18243197,CHEMBL4052479,B,CHEMBL4049460,CHEMBL4071827,,<,<,IC50,nM,0.3,IC50,nM,0.3
18243198,CHEMBL4052479,B,CHEMBL4049460,CHEMBL4077228,6.55,=,=,IC50,nM,279.0,IC50,nM,279.0
18243199,CHEMBL4052479,B,CHEMBL4049460,CHEMBL4078920,6.59,=,=,IC50,nM,258.0,IC50,nM,258.0
18243200,CHEMBL4052479,B,CHEMBL4049460,CHEMBL4097718,,,,IC50,,,IC50,,
18243201,CHEMBL4052479,B,CHEMBL4049460,CHEMBL4069229,6.53,=,=,IC50,nM,297.0,IC50,nM,297.0
18243202,CHEMBL4052479,B,CHEMBL4049460,CHEMBL4072874,8.11,=,=,IC50,nM,7.8,IC50,nM,7.8
18243203,CHEMBL4052479,B,CHEMBL4049460,CHEMBL4092011,,,,IC50,,,IC50,,
18243204,CHEMBL4052480,B,CHEMBL4049460,CHEMBL4071494,5.48,=,=,IC50,nM,3310.0,IC50,nM,3310.0
18243205,CHEMBL4052480,B,CHEMBL4049460,CHEMBL4070454,6.18,=,=,IC50,nM,658.0,IC50,nM,658.0
18243206,CHEMBL4052480,B,CHEMBL4049460,CHEMBL4097627,6.15,=,=,IC50,nM,706.0,IC50,nM,706.0
18243207,CHEMBL4052480,B,CHEMBL4049460,CHEMBL4061829,7.90,=,=,IC50,nM,12.5,IC50,nM,12.5
18243208,CHEMBL4052480,B,CHEMBL4049460,CHEMBL4089892,8.08,=,=,IC50,nM,8.39,IC50,nM,8.39
18243209,CHEMBL4052480,B,CHEMBL4049460,CHEMBL4088971,6.05,=,=,IC50,nM,893.0,IC50,nM,893.0
18243210,CHEMBL4052480,B,CHEMBL4049460,CHEMBL2179119,6.04,=,=,IC50,nM,916.0,IC50,nM,916.0
18243211,CHEMBL4052480,B,CHEMBL4049460,CHEMBL2179128,5.84,=,=,IC50,nM,1450.0,IC50,nM,1450.0
18243212,CHEMBL4052480,B,CHEMBL4049460,CHEMBL2179124,,,,IC50,,,IC50,,
18243213,CHEMBL4052480,B,CHEMBL4049460,CHEMBL388978,9.42,=,=,IC50,nM,0.38,IC50,nM,0.38
18243214,CHEMBL4052480,B,CHEMBL4049460,CHEMBL4100759,6.58,=,=,IC50,nM,263.0,IC50,nM,263.0
18243215,CHEMBL4052480,B,CHEMBL4049460,CHEMBL4090582,6.43,=,=,IC50,nM,368.0,IC50,nM,368.0
18243216,CHEMBL4052480,B,CHEMBL4049460,CHEMBL4062617,4.95,=,=,IC50,nM,11300.0,IC50,nM,11300.0
18243217,CHEMBL4052480,B,CHEMBL4049460,CHEMBL4066951,6.19,=,=,IC50,nM,651.0,IC50,nM,651.0
18243218,CHEMBL4052480,B,CHEMBL4049460,CHEMBL4094438,6.04,=,=,IC50,nM,908.0,IC50,nM,908.0
18243219,CHEMBL4052480,B,CHEMBL4049460,CHEMBL4077917,6.01,=,=,IC50,nM,987.0,IC50,nM,987.0
18243220,CHEMBL4052480,B,CHEMBL4049460,CHEMBL4102179,6.17,=,=,IC50,nM,683.0,IC50,nM,683.0
18243221,CHEMBL4052480,B,CHEMBL4049460,CHEMBL4085781,,,,IC50,,,IC50,,
18243222,CHEMBL4052480,B,CHEMBL4049460,CHEMBL4064224,7.17,=,=,IC50,nM,67.9,IC50,nM,67.9
18243223,CHEMBL4052480,B,CHEMBL4049460,CHEMBL4071827,8.82,=,=,IC50,nM,1.52,IC50,nM,1.52
18243224,CHEMBL4052480,B,CHEMBL4049460,CHEMBL4077228,5.23,=,=,IC50,nM,5900.0,IC50,nM,5900.0
18243225,CHEMBL4052480,B,CHEMBL4049460,CHEMBL4078920,,,,IC50,,,IC50,,
18243226,CHEMBL4052480,B,CHEMBL4049460,CHEMBL4097718,,,,IC50,,,IC50,,
18243227,CHEMBL4052480,B,CHEMBL4049460,CHEMBL4069229,5.73,=,=,IC50,nM,1880.0,IC50,nM,1880.0
18243228,CHEMBL4052480,B,CHEMBL4049460,CHEMBL4072874,6.95,=,=,IC50,nM,112.0,IC50,nM,112.0
18243229,CHEMBL4052480,B,CHEMBL4049460,CHEMBL4092011,,,,IC50,,,IC50,,
18243230,CHEMBL4052481,B,CHEMBL4049460,CHEMBL4097627,6.11,=,=,IC50,nM,782.0,IC50,nM,782.0
18243231,CHEMBL4052481,B,CHEMBL4049460,CHEMBL4061829,8.12,=,=,IC50,nM,7.64,IC50,nM,7.64
18243232,CHEMBL4052481,B,CHEMBL4049460,CHEMBL4089892,8.05,=,=,IC50,nM,8.83,IC50,nM,8.83
18243233,CHEMBL4052481,B,CHEMBL4049460,CHEMBL4088971,6.03,=,=,IC50,nM,943.0,IC50,nM,943.0
18243234,CHEMBL4052481,B,CHEMBL4049460,CHEMBL2179128,5.84,=,=,IC50,nM,1430.0,IC50,nM,1430.0
18243235,CHEMBL4052481,B,CHEMBL4049460,CHEMBL2179124,,,,IC50,,,IC50,,
18243236,CHEMBL4052481,B,CHEMBL4049460,CHEMBL1229592,5.69,=,=,IC50,nM,2050.0,IC50,nM,2050.0
18243237,CHEMBL4052481,B,CHEMBL4049460,CHEMBL3353410,6.56,=,=,IC50,nM,278.0,IC50,nM,278.0
18243238,CHEMBL4052481,B,CHEMBL4049460,CHEMBL388978,9.54,=,=,IC50,nM,0.29,IC50,nM,0.29
18243239,CHEMBL4052481,B,CHEMBL4049460,CHEMBL4082764,6.47,=,=,IC50,nM,336.0,IC50,nM,336.0
18243240,CHEMBL4052481,B,CHEMBL4049460,CHEMBL4090582,6.44,=,=,IC50,nM,364.0,IC50,nM,364.0
18243241,CHEMBL4052481,B,CHEMBL4049460,CHEMBL4085781,,,,IC50,,,IC50,,
18243242,CHEMBL4052481,B,CHEMBL4049460,CHEMBL4071827,,,,IC50,,,IC50,,
18243243,CHEMBL4052481,B,CHEMBL4049460,CHEMBL4078920,,,,IC50,,,IC50,,
18243244,CHEMBL4052481,B,CHEMBL4049460,CHEMBL4097718,,,,IC50,,,IC50,,
18243245,CHEMBL4052481,B,CHEMBL4049460,CHEMBL4069229,,,,IC50,,,IC50,,
18243246,CHEMBL4052481,B,CHEMBL4049460,CHEMBL4072874,,,,IC50,,,IC50,,
18243247,CHEMBL4052481,B,CHEMBL4049460,CHEMBL4092011,,,,IC50,,,IC50,,
18243248,CHEMBL4052482,A,CHEMBL4049460,CHEMBL4101719,,<,<,IC50,nM,0.5,IC50,nM,0.5
18243249,CHEMBL4052482,A,CHEMBL4049460,CHEMBL1229592,8.85,=,=,IC50,nM,1.4,IC50,nM,1.4
18243250,CHEMBL4052482,A,CHEMBL4049460,CHEMBL3353410,,<,<,IC50,nM,0.5,IC50,nM,0.5
18243251,CHEMBL4052482,A,CHEMBL4049460,CHEMBL4082764,,<,<,IC50,nM,0.5,IC50,nM,0.5
18243252,CHEMBL4052483,B,CHEMBL4049460,CHEMBL4101719,,<,<,IC50,nM,0.5,IC50,nM,0.5
18243253,CHEMBL4052483,B,CHEMBL4049460,CHEMBL1229592,8.96,=,=,IC50,nM,1.1,IC50,nM,1.1
18243254,CHEMBL4052483,B,CHEMBL4049460,CHEMBL3353410,,<,<,IC50,nM,0.5,IC50,nM,0.5
18243255,CHEMBL4052483,B,CHEMBL4049460,CHEMBL4082764,,<,<,IC50,nM,0.5,IC50,nM,0.5
18243256,CHEMBL4052484,B,CHEMBL4049460,CHEMBL4101719,8.19,=,=,IC50,nM,6.47,IC50,nM,6.47
18243257,CHEMBL4052484,B,CHEMBL4049460,CHEMBL1229592,,<,<,IC50,nM,0.5,IC50,nM,0.5
18243258,CHEMBL4052484,B,CHEMBL4049460,CHEMBL3353410,,<,<,IC50,nM,0.5,IC50,nM,0.5
18243259,CHEMBL4052484,B,CHEMBL4049460,CHEMBL4082764,6.80,=,=,IC50,nM,160.0,IC50,nM,160.0
18243312,CHEMBL4052481,B,CHEMBL4049460,CHEMBL4101719,7.68,=,=,IC50,nM,21.1,IC50,nM,21.1
18248384,CHEMBL4053812,B,CHEMBL4052618,CHEMBL4069277,6.72,=,=,IC50,nM,188.2,IC50,nM,188.2
18248385,CHEMBL4053812,B,CHEMBL4052618,CHEMBL4092788,6.56,=,=,IC50,nM,278.2,IC50,nM,278.2
18248386,CHEMBL4053812,B,CHEMBL4052618,CHEMBL4087243,7.46,=,=,IC50,nM,34.8,IC50,nM,34.8
18248387,CHEMBL4053812,B,CHEMBL4052618,CHEMBL3353410,8.72,=,=,IC50,nM,1.9,IC50,nM,1.9
18248388,CHEMBL4053812,B,CHEMBL4052618,CHEMBL4082763,7.96,=,=,IC50,nM,10.9,IC50,nM,10.9
18248389,CHEMBL4053812,B,CHEMBL4052618,CHEMBL4066569,7.22,=,=,IC50,nM,60.6,IC50,nM,60.6
18248390,CHEMBL4053812,B,CHEMBL4052618,CHEMBL4086559,6.67,=,=,IC50,nM,212.5,IC50,nM,212.5
18248391,CHEMBL4053812,B,CHEMBL4052618,CHEMBL4099377,7.02,=,=,IC50,nM,94.8,IC50,nM,94.8
18248392,CHEMBL4053812,B,CHEMBL4052618,CHEMBL4077973,7.66,=,=,IC50,nM,22.0,IC50,nM,22.0
18248393,CHEMBL4053812,B,CHEMBL4052618,CHEMBL4096021,8.59,=,=,IC50,nM,2.6,IC50,nM,2.6
18248394,CHEMBL4053812,B,CHEMBL4052618,CHEMBL4085842,8.80,=,=,IC50,nM,1.6,IC50,nM,1.6
18248395,CHEMBL4053812,B,CHEMBL4052618,CHEMBL4094086,7.89,=,=,IC50,nM,13.0,IC50,nM,13.0
18248396,CHEMBL4053812,B,CHEMBL4052618,CHEMBL4104658,8.59,=,=,IC50,nM,2.6,IC50,nM,2.6
18248397,CHEMBL4053812,B,CHEMBL4052618,CHEMBL4080433,,>,>,IC50,nM,600.0,IC50,nM,600.0
18248398,CHEMBL4053812,B,CHEMBL4052618,CHEMBL4067014,6.54,=,=,IC50,nM,287.4,IC50,nM,287.4
18248399,CHEMBL4053811,B,CHEMBL4052618,CHEMBL4081429,6.37,=,=,IC50,nM,427.7,IC50,nM,427.7
18248400,CHEMBL4053811,B,CHEMBL4052618,CHEMBL4099445,7.19,=,=,IC50,nM,64.3,IC50,nM,64.3
18248401,CHEMBL4053811,B,CHEMBL4052618,CHEMBL4098967,8.40,=,=,IC50,nM,4.0,IC50,nM,4.0
18248402,CHEMBL4053811,B,CHEMBL4052618,CHEMBL4080934,7.84,=,=,IC50,nM,14.5,IC50,nM,14.5
18248403,CHEMBL4053811,B,CHEMBL4052618,CHEMBL4080008,7.94,=,=,IC50,nM,11.6,IC50,nM,11.6
18248404,CHEMBL4053811,B,CHEMBL4052618,CHEMBL4097141,7.87,=,=,IC50,nM,13.6,IC50,nM,13.6
18248405,CHEMBL4053811,B,CHEMBL4052618,CHEMBL4069277,6.41,=,=,IC50,nM,385.5,IC50,nM,385.5
18248406,CHEMBL4053811,B,CHEMBL4052618,CHEMBL4092788,6.30,=,=,IC50,nM,498.0,IC50,nM,498.0
18248407,CHEMBL4053811,B,CHEMBL4052618,CHEMBL4087243,6.72,=,=,IC50,nM,192.3,IC50,nM,192.3
18248408,CHEMBL4053811,B,CHEMBL4052618,CHEMBL3353410,8.38,=,=,IC50,nM,4.2,IC50,nM,4.2
18248409,CHEMBL4053811,B,CHEMBL4052618,CHEMBL4082763,6.91,=,=,IC50,nM,123.4,IC50,nM,123.4
18248410,CHEMBL4053811,B,CHEMBL4052618,CHEMBL4066569,7.33,=,=,IC50,nM,46.5,IC50,nM,46.5
18248411,CHEMBL4053811,B,CHEMBL4052618,CHEMBL4086559,7.26,=,=,IC50,nM,55.5,IC50,nM,55.5
18248412,CHEMBL4053811,B,CHEMBL4052618,CHEMBL4099377,8.00,=,=,IC50,nM,9.9,IC50,nM,9.9
18248413,CHEMBL4053811,B,CHEMBL4052618,CHEMBL4077973,6.74,=,=,IC50,nM,181.1,IC50,nM,181.1
18248414,CHEMBL4053811,B,CHEMBL4052618,CHEMBL4096021,8.92,=,=,IC50,nM,1.2,IC50,nM,1.2
18248415,CHEMBL4053811,B,CHEMBL4052618,CHEMBL4085842,8.66,=,=,IC50,nM,2.2,IC50,nM,2.2
18248416,CHEMBL4053811,B,CHEMBL4052618,CHEMBL4094086,6.81,=,=,IC50,nM,154.6,IC50,nM,154.6
18248417,CHEMBL4053811,B,CHEMBL4052618,CHEMBL4104658,8.28,=,=,IC50,nM,5.3,IC50,nM,5.3
18248418,CHEMBL4053811,B,CHEMBL4052618,CHEMBL4080433,,>,>,IC50,nM,600.0,IC50,nM,600.0
18248419,CHEMBL4053811,B,CHEMBL4052618,CHEMBL4067014,6.73,=,=,IC50,nM,185.6,IC50,nM,185.6
18248420,CHEMBL4053810,A,CHEMBL4052618,CHEMBL4081429,,,,IC50,,,IC50,,
18248421,CHEMBL4053810,A,CHEMBL4052618,CHEMBL4099445,6.06,=,=,IC50,nM,877.4,IC50,nM,877.4
18248422,CHEMBL4053810,A,CHEMBL4052618,CHEMBL4098967,8.06,=,=,IC50,nM,8.8,IC50,nM,8.8
18248423,CHEMBL4053810,A,CHEMBL4052618,CHEMBL4080934,6.60,=,=,IC50,nM,251.1,IC50,nM,251.1
18248424,CHEMBL4053810,A,CHEMBL4052618,CHEMBL4080008,6.69,=,=,IC50,nM,202.1,IC50,nM,202.1
18248425,CHEMBL4053810,A,CHEMBL4052618,CHEMBL4097141,7.19,=,=,IC50,nM,63.9,IC50,nM,63.9
18248426,CHEMBL4053810,A,CHEMBL4052618,CHEMBL4069277,,>,>,IC50,nM,1000.0,IC50,nM,1000.0
18248427,CHEMBL4053810,A,CHEMBL4052618,CHEMBL4092788,,>,>,IC50,nM,1000.0,IC50,nM,1000.0
18248428,CHEMBL4053810,A,CHEMBL4052618,CHEMBL4087243,6.08,=,=,IC50,nM,838.5,IC50,nM,838.5
18248429,CHEMBL4053810,A,CHEMBL4052618,CHEMBL3353410,7.86,=,=,IC50,nM,13.8,IC50,nM,13.8
18248430,CHEMBL4053810,A,CHEMBL4052618,CHEMBL4082763,6.20,=,=,IC50,nM,636.0,IC50,nM,636.0
18248431,CHEMBL4053810,A,CHEMBL4052618,CHEMBL4066569,6.72,=,=,IC50,nM,192.0,IC50,nM,192.0
18248432,CHEMBL4053810,A,CHEMBL4052618,CHEMBL4086559,6.65,=,=,IC50,nM,222.5,IC50,nM,222.5
18248433,CHEMBL4053810,A,CHEMBL4052618,CHEMBL4099377,7.49,=,=,IC50,nM,32.1,IC50,nM,32.1
18248434,CHEMBL4053810,A,CHEMBL4052618,CHEMBL4077973,6.26,=,=,IC50,nM,543.0,IC50,nM,543.0
18248435,CHEMBL4053810,A,CHEMBL4052618,CHEMBL4096021,8.51,=,=,IC50,nM,3.1,IC50,nM,3.1
18248436,CHEMBL4053810,A,CHEMBL4052618,CHEMBL4085842,8.64,=,=,IC50,nM,2.3,IC50,nM,2.3
18248437,CHEMBL4053810,A,CHEMBL4052618,CHEMBL4094086,6.16,=,=,IC50,nM,685.0,IC50,nM,685.0
18248438,CHEMBL4053810,A,CHEMBL4052618,CHEMBL4104658,7.67,=,=,IC50,nM,21.6,IC50,nM,21.6
18248439,CHEMBL4053810,A,CHEMBL4052618,CHEMBL4080433,,,,IC50,,,IC50,,
18248440,CHEMBL4053810,A,CHEMBL4052618,CHEMBL4067014,6.15,=,=,IC50,nM,714.5,IC50,nM,714.5
18248441,CHEMBL4053812,B,CHEMBL4052618,CHEMBL4097141,8.31,=,=,IC50,nM,4.9,IC50,nM,4.9
18248442,CHEMBL4053812,B,CHEMBL4052618,CHEMBL4080008,8.17,=,=,IC50,nM,6.7,IC50,nM,6.7
18248443,CHEMBL4053812,B,CHEMBL4052618,CHEMBL4080934,7.93,=,=,IC50,nM,11.8,IC50,nM,11.8
18248444,CHEMBL4053812,B,CHEMBL4052618,CHEMBL4098967,8.72,=,=,IC50,nM,1.9,IC50,nM,1.9
18248445,CHEMBL4053812,B,CHEMBL4052618,CHEMBL4099445,7.26,=,=,IC50,nM,55.5,IC50,nM,55.5
18248446,CHEMBL4053812,B,CHEMBL4052618,CHEMBL4081429,5.91,=,=,IC50,nM,1230.0,IC50,nM,1230.0
18267650,CHEMBL4057894,B,CHEMBL4052772,CHEMBL4082724,6.01,=,=,IC50,nM,980.83,IC50,nM,980.83
18267694,CHEMBL4057894,B,CHEMBL4052772,CHEMBL1230609,5.52,=,=,IC50,nM,2990.0,IC50,nM,2990.0
18268983,CHEMBL4058115,B,CHEMBL4052785,CHEMBL1873475,8.25,=,=,IC50,nM,5.6,IC50,nM,5.6
18268993,CHEMBL4058124,B,CHEMBL4052785,CHEMBL4095253,6.19,=,=,IC50,nM,642.7,IC50,nM,642.7
18299287,CHEMBL4124413,A,CHEMBL4118234,CHEMBL4125764,8.57,=,=,IC50,nM,2.7,IC50,nM,2.7
18299288,CHEMBL4124413,A,CHEMBL4118234,CHEMBL4127809,8.82,=,=,IC50,nM,1.5,IC50,nM,1.5
18299289,CHEMBL4124413,A,CHEMBL4118234,CHEMBL4129209,8.27,=,=,IC50,nM,5.4,IC50,nM,5.4
18299290,CHEMBL4124413,A,CHEMBL4118234,CHEMBL4129287,7.92,=,=,IC50,nM,12.0,IC50,nM,12.0
18299291,CHEMBL4124413,A,CHEMBL4118234,CHEMBL4127897,8.48,=,=,IC50,nM,3.3,IC50,nM,3.3
18299292,CHEMBL4124413,A,CHEMBL4118234,CHEMBL4125840,8.00,=,=,IC50,nM,9.9,IC50,nM,9.9
18299293,CHEMBL4124413,A,CHEMBL4118234,CHEMBL4129138,8.33,=,=,IC50,nM,4.7,IC50,nM,4.7
18299294,CHEMBL4124413,A,CHEMBL4118234,CHEMBL4126810,8.72,=,=,IC50,nM,1.9,IC50,nM,1.9
18299295,CHEMBL4124413,A,CHEMBL4118234,CHEMBL3353410,9.05,=,=,IC50,nM,0.9,IC50,nM,0.9
18299296,CHEMBL4124414,B,CHEMBL4118234,CHEMBL4125764,8.33,=,=,IC50,nM,4.7,IC50,nM,4.7
18299297,CHEMBL4124414,B,CHEMBL4118234,CHEMBL4127809,8.49,=,=,IC50,nM,3.2,IC50,nM,3.2
18299298,CHEMBL4124414,B,CHEMBL4118234,CHEMBL4129209,8.19,=,=,IC50,nM,6.5,IC50,nM,6.5
18299299,CHEMBL4124414,B,CHEMBL4118234,CHEMBL4129287,7.85,=,=,IC50,nM,14.2,IC50,nM,14.2
18299300,CHEMBL4124414,B,CHEMBL4118234,CHEMBL4127897,8.34,=,=,IC50,nM,4.6,IC50,nM,4.6
18299301,CHEMBL4124414,B,CHEMBL4118234,CHEMBL4125840,7.97,=,=,IC50,nM,10.8,IC50,nM,10.8
18299302,CHEMBL4124414,B,CHEMBL4118234,CHEMBL4129138,8.35,=,=,IC50,nM,4.5,IC50,nM,4.5
18299303,CHEMBL4124414,B,CHEMBL4118234,CHEMBL4126810,8.77,=,=,IC50,nM,1.7,IC50,nM,1.7
18299304,CHEMBL4124414,B,CHEMBL4118234,CHEMBL3353410,8.92,=,=,IC50,nM,1.2,IC50,nM,1.2
18299305,CHEMBL4124415,B,CHEMBL4118234,CHEMBL4125764,7.44,=,=,IC50,nM,36.6,IC50,nM,36.6
18299306,CHEMBL4124415,B,CHEMBL4118234,CHEMBL4127809,7.58,=,=,IC50,nM,26.5,IC50,nM,26.5
18299307,CHEMBL4124415,B,CHEMBL4118234,CHEMBL4129209,6.79,=,=,IC50,nM,163.7,IC50,nM,163.7
18299308,CHEMBL4124415,B,CHEMBL4118234,CHEMBL4129287,6.44,=,=,IC50,nM,361.1,IC50,nM,361.1
